lr,t,c_l,c_r,c_s,cc,cs,n_l,n_r,n_s,nn,s_l,s_r,s_s,sc,ss,sum
EFNA3_EPHA4,SKCM,4.01,1.58,1.7,34.23,40.12,1.3,0.83,1.08,5.82,1.07,1.86,1.99,9.13,10.7,18.58
EFNA3_EPHA4,STAD,20.88,0.82,1.87,18.43,69.14,1.42,1.89,2.68,2.87,2.28,3.09,7.03,2.01,7.54,93.21
EFNA3_EPHA4,THCA,3.33,7.67,15.05,9.96,50.17,1.21,9.36,11.34,4.42,1.96,38.65,75.83,5.87,29.58,256.35
EFNA3_EPHA4,UCEC,18.15,4.35,6.95,67.59,15.4,2.1,5.4,11.35,9.71,1.6,0.99,1.58,5.94,1.35,116.86
EFNA3_EPHB1,BLCA,6.52,0.17,0.39,15.33,50.63,1.12,0.66,0.74,10.34,2.34,0.56,1.3,5.51,18.19,7.16
EFNA3_EPHB1,BRCA,13.15,0.34,2.98,7.97,28.43,4.42,4.96,21.93,39.25,8.8,1.21,10.63,5.33,19.02,55.88
EFNA3_EPHB1,CESC,17.98,0.42,3.19,34.28,26.96,2.85,1.01,2.88,13.01,7.56,0.33,2.51,14.41,11.33,22.16
EFNA3_EPHB1,CRC,31.29,0.9,7.32,34.69,43.06,6.5,0.27,1.76,2.16,8.09,1.12,9.08,8.96,11.13,81.63
EFNA3_EPHB1,ESCA,14.58,0.82,3.94,35.39,39.33,0.67,0.31,0.21,0.62,4.82,0.91,4.38,11.68,12.98,33.73
EFNA3_EPHB1,GBM,8.05,9.5,23.75,29.62,4.52,18.6,7.67,142.68,55.26,2.5,1.45,3.62,9.2,1.4,258.2
EFNA3_EPHB1,HNSC,19.96,0.94,8.78,34.67,18.26,16.09,0.74,11.96,22.2,9.38,0.49,4.62,16.29,8.58,53.87
EFNA3_EPHB1,KIRC,3.76,0.38,1.59,9.06,35.59,0.84,0.95,0.8,5.11,4.23,1.48,6.26,10.19,40.04,15.63
EFNA3_EPHB1,KIRP,2.59,0.65,0.98,20.96,36.28,0.83,0.93,0.76,9.48,1.5,1.13,1.7,12.19,21.1,8.07
EFNA3_EPHB1,LGG,8.41,42.17,246.51,44.96,3.34,18.6,7.67,142.68,18.1,5.85,3.13,18.32,31.27,2.32,788.29
EFNA3_EPHB1,LIHC,3.14,0.03,0.03,4.91,66.44,0.38,0.35,0.13,6.15,0.99,0.46,0.45,1.55,20.95,2.17
EFNA3_EPHB1,LUAD,9.66,1.0,2.65,55.18,22.38,0.68,0.3,0.2,1.17,2.65,0.41,1.07,15.13,6.14,17.49
EFNA3_EPHB1,LUSC,17.28,2.39,10.79,65.48,13.46,0.75,0.38,0.29,0.45,4.51,0.49,2.22,17.09,3.51,63.13
EFNA3_EPHB1,MEDIAN,,,,33.78,35.81,,,,7.76,,,,10.0,,
EFNA3_EPHB1,OV,9.77,0.89,3.57,29.67,39.82,1.44,0.38,0.55,1.87,4.03,1.19,4.8,12.23,16.41,29.22
EFNA3_EPHB1,PAAD,22.08,0.05,0.11,3.96,81.92,2.07,0.62,1.28,5.08,2.32,0.94,2.18,0.42,8.62,25.23
EFNA3_EPHB1,PRAD,4.47,0.0,0.0,0.0,38.15,3.35,1.45,4.86,40.63,2.49,1.02,2.54,0.0,21.22,11.97
EFNA3_EPHB1,SKCM,4.01,0.61,0.65,36.73,36.02,1.3,0.4,0.52,7.84,1.07,0.6,0.64,9.8,9.61,6.66
EFNA3_EPHB1,STAD,20.88,1.06,2.41,42.54,45.62,1.42,0.81,1.15,2.22,2.28,1.13,2.58,4.64,4.98,51.9
EFNA3_EPHB1,THCA,3.33,3.03,5.94,33.27,9.15,1.21,8.14,9.86,32.56,1.96,0.83,1.63,19.62,5.39,30.27
EFNA3_EPHB1,UCEC,18.15,1.5,2.39,84.85,0.0,2.1,1.17,2.46,7.69,1.6,0.0,0.0,7.46,0.0,32.0
EFNA4_EPHA2,BLCA,22.34,26.34,280.88,27.08,33.11,5.22,46.05,240.43,11.07,10.66,32.2,343.4,12.93,15.81,2172.4
EFNA4_EPHA2,BRCA,15.56,1.45,31.73,5.54,27.82,9.22,8.66,79.85,19.64,21.92,7.27,159.37,7.8,39.2,406.56
EFNA4_EPHA2,CESC,19.96,22.03,340.35,14.11,41.09,6.49,10.0,64.92,2.08,15.45,64.18,991.45,10.92,31.8,3117.72
EFNA4_EPHA2,CRC,37.75,23.16,230.97,35.33,38.52,14.06,11.7,164.53,6.65,9.97,25.25,251.85,9.33,10.18,2475.13
EFNA4_EPHA2,ESCA,15.19,49.6,256.89,45.96,28.12,2.05,5.26,10.79,0.66,5.18,30.34,157.14,15.67,9.59,1639.03
EFNA4_EPHA2,GBM,2.93,3.53,17.64,18.24,18.14,0.63,1.47,0.93,1.64,5.0,3.51,17.55,31.07,30.91,56.76
EFNA4_EPHA2,HNSC,21.13,38.46,318.14,30.9,23.53,10.0,63.85,638.56,24.27,8.27,29.29,242.26,12.09,9.21,2630.6
EFNA4_EPHA2,KIRC,3.82,10.13,43.56,15.35,24.97,3.77,9.55,36.04,14.29,4.3,16.49,70.89,17.28,28.11,252.15
EFNA4_EPHA2,KIRP,6.96,21.65,114.64,33.58,16.12,4.21,13.27,55.89,12.46,5.3,10.39,55.05,25.56,12.27,448.52
EFNA4_EPHA2,LGG,0.94,1.0,3.0,6.62,15.65,0.63,1.47,0.93,6.54,3.01,2.36,7.1,21.16,50.03,14.2
EFNA4_EPHA2,LIHC,10.38,2.29,10.04,12.3,51.37,1.86,9.73,18.09,9.38,4.39,9.54,41.91,5.21,21.74,192.79
EFNA4_EPHA2,LUAD,22.73,7.79,94.2,17.49,43.36,3.85,17.75,68.36,6.76,12.1,19.3,233.49,9.31,23.08,1011.78
EFNA4_EPHA2,LUSC,19.51,12.28,123.99,20.57,41.1,3.96,18.92,74.96,6.43,10.09,24.55,247.74,10.64,21.26,1165.23
EFNA4_EPHA2,MEDIAN,,,,19.4,30.07,,,,6.7,,,,12.51,,
EFNA4_EPHA2,OV,17.79,11.28,146.28,22.28,33.8,7.24,3.81,27.54,3.06,12.96,17.12,221.89,16.24,24.63,900.95
EFNA4_EPHA2,PAAD,17.27,40.98,372.17,38.5,24.8,8.97,7.0,62.82,3.42,9.08,26.4,239.78,20.24,13.04,1838.6
EFNA4_EPHA2,PRAD,16.83,0.0,0.0,0.0,47.06,11.52,5.87,67.6,20.71,11.52,9.13,105.17,0.0,32.22,326.39
EFNA4_EPHA2,SKCM,7.65,7.07,31.73,18.16,30.52,5.61,12.08,67.79,22.76,4.49,11.88,53.32,10.65,17.9,297.84
EFNA4_EPHA2,STAD,19.5,38.69,218.16,49.28,24.53,5.51,13.44,74.1,4.84,5.64,19.25,108.57,14.25,7.09,1530.63
EFNA4_EPHA2,THCA,8.94,11.25,114.39,13.93,29.62,6.86,7.3,50.09,6.94,10.17,23.92,243.16,15.84,33.67,722.11
EFNA4_EPHA2,UCEC,41.48,9.7,125.63,36.77,34.86,7.69,8.53,65.61,6.0,12.95,9.2,119.09,11.48,10.88,1094.14
EFNA4_EPHA3,BLCA,22.34,0.15,1.65,3.28,41.61,5.22,6.77,35.35,33.67,10.66,1.96,20.85,1.57,19.86,104.97
EFNA4_EPHA3,BRCA,15.56,0.44,9.73,9.72,26.82,9.22,0.92,8.49,11.96,21.92,1.22,26.85,13.7,37.8,71.03
EFNA4_EPHA3,CESC,19.96,0.23,3.5,13.23,16.7,6.49,2.47,16.04,46.91,15.45,0.29,4.42,10.24,12.93,34.19
EFNA4_EPHA3,CRC,37.75,0.05,0.46,1.32,68.77,14.06,1.06,14.92,11.4,9.97,2.38,23.78,0.35,18.17,130.89
EFNA4_EPHA3,ESCA,15.19,0.0,0.0,0.0,72.49,2.05,0.69,1.42,2.79,5.18,2.43,12.56,0.0,24.72,50.82
EFNA4_EPHA3,GBM,2.93,1.07,5.35,7.46,28.69,0.63,1.5,0.95,2.25,5.0,4.12,20.57,12.71,48.88,42.08
EFNA4_EPHA3,HNSC,21.13,0.0,0.0,0.0,67.55,10.0,0.25,2.51,6.01,8.27,1.33,11.03,0.0,26.44,41.73
EFNA4_EPHA3,KIRC,3.82,0.33,1.4,1.87,43.09,3.77,0.78,2.93,4.41,4.3,7.5,32.25,2.11,48.51,66.48
EFNA4_EPHA3,KIRP,6.96,0.0,0.0,0.0,46.02,4.21,0.6,2.53,18.94,5.3,0.88,4.67,0.0,35.03,13.33
EFNA4_EPHA3,LGG,0.94,0.68,2.06,6.78,14.68,0.63,1.5,0.95,9.98,3.01,1.48,4.45,21.67,46.9,9.49
EFNA4_EPHA3,LIHC,10.38,0.0,0.0,0.0,68.06,1.86,0.68,1.27,3.14,4.39,2.65,11.62,0.0,28.8,40.35
EFNA4_EPHA3,LUAD,22.73,0.39,4.77,14.54,47.79,3.85,0.72,2.78,4.5,12.1,1.3,15.68,7.74,25.43,61.65
EFNA4_EPHA3,LUSC,19.51,0.24,2.4,11.29,47.64,3.96,1.1,4.34,10.58,10.09,1.0,10.12,5.84,24.65,41.05
EFNA4_EPHA3,MEDIAN,,,,2.58,46.83,,,,10.99,,,,1.84,,
EFNA4_EPHA3,OV,17.79,0.1,1.26,6.14,35.09,7.24,1.12,8.07,28.73,12.96,0.55,7.18,4.47,25.57,28.09
EFNA4_EPHA3,PAAD,17.27,0.0,0.0,0.0,60.29,8.97,2.81,25.18,8.01,9.08,10.98,99.7,0.0,31.7,314.49
EFNA4_EPHA3,PRAD,16.83,0.46,5.3,1.23,49.13,11.52,8.24,94.94,15.15,11.52,18.3,210.88,0.85,33.64,626.86
EFNA4_EPHA3,SKCM,7.65,0.88,3.97,17.89,34.75,5.61,1.11,6.23,16.48,4.49,1.72,7.71,10.5,20.38,37.83
EFNA4_EPHA3,STAD,19.5,0.0,0.0,0.0,75.31,5.51,0.77,4.22,2.91,5.64,5.6,31.6,0.0,21.78,145.08
EFNA4_EPHA3,THCA,8.94,0.04,0.4,0.3,28.01,6.86,6.66,45.7,39.5,10.17,3.62,36.84,0.34,31.85,115.69
EFNA4_EPHA3,UCEC,41.48,0.11,1.45,9.78,55.7,7.69,0.87,6.7,14.08,12.95,0.64,8.27,3.05,17.39,47.57
EFNA4_EPHA4,BLCA,22.34,4.95,52.83,41.97,22.71,5.22,2.24,11.7,4.44,10.66,2.68,28.58,20.04,10.84,263.65
EFNA4_EPHA4,BRCA,15.56,0.69,15.1,4.54,29.33,9.22,4.71,43.44,18.4,21.92,4.45,97.55,6.4,41.33,236.03
EFNA4_EPHA4,CESC,19.96,2.81,43.38,23.94,23.36,6.49,5.81,37.72,16.11,15.45,2.74,42.32,18.52,18.07,234.16
EFNA4_EPHA4,CRC,37.75,0.35,3.44,4.61,64.62,14.06,2.51,35.31,12.48,9.97,4.84,48.28,1.22,17.07,282.86
EFNA4_EPHA4,ESCA,15.19,2.58,13.34,30.73,41.9,2.05,1.62,3.32,2.61,5.18,3.51,18.19,10.48,14.29,127.33
EFNA4_EPHA4,GBM,2.93,9.13,45.63,18.04,13.59,0.63,34.1,21.52,14.49,5.0,6.88,34.38,30.73,23.15,148.5
EFNA4_EPHA4,HNSC,21.13,3.92,32.44,30.21,31.84,10.0,3.75,37.49,13.67,8.27,4.13,34.18,11.82,12.46,274.31
EFNA4_EPHA4,KIRC,3.82,3.02,13.0,14.74,20.98,3.77,4.99,18.84,24.05,4.3,4.3,18.5,16.6,23.62,78.33
EFNA4_EPHA4,KIRP,6.96,3.89,20.59,31.96,13.64,4.21,3.96,16.66,19.69,5.3,1.66,8.79,24.33,10.38,84.62
EFNA4_EPHA4,LGG,0.94,3.48,10.49,3.08,15.93,0.63,34.1,21.52,20.22,3.01,17.98,54.19,9.86,50.91,106.44
EFNA4_EPHA4,LIHC,10.38,0.13,0.56,6.3,62.43,1.86,0.25,0.46,2.18,4.39,1.26,5.53,2.67,26.42,20.93
EFNA4_EPHA4,LUAD,22.73,3.77,45.67,27.49,35.12,3.85,3.3,12.71,4.07,12.1,4.82,58.33,14.63,18.69,312.13
EFNA4_EPHA4,LUSC,19.51,6.35,64.1,38.62,24.54,3.96,3.37,13.35,4.16,10.09,4.04,40.74,19.98,12.7,320.87
EFNA4_EPHA4,MEDIAN,,,,20.99,29.96,,,,12.49,,,,13.23,,
EFNA4_EPHA4,OV,17.79,2.3,29.87,15.16,32.43,7.24,6.63,47.94,17.73,12.96,4.93,63.88,11.05,23.63,270.35
EFNA4_EPHA4,PAAD,17.27,8.86,80.49,48.11,13.01,8.97,2.39,21.44,6.74,9.08,2.4,21.77,25.3,6.84,318.18
EFNA4_EPHA4,PRAD,16.83,1.3,14.92,10.16,37.75,11.52,3.59,41.35,19.28,11.52,4.81,55.43,6.96,25.85,214.47
EFNA4_EPHA4,SKCM,7.65,1.58,7.11,26.11,30.6,5.61,0.83,4.66,10.04,4.49,1.86,8.34,15.31,17.95,46.46
EFNA4_EPHA4,STAD,19.5,0.82,4.64,14.76,55.37,5.51,1.89,10.43,9.59,5.64,3.09,17.41,4.27,16.01,108.7
EFNA4_EPHA4,THCA,8.94,7.67,77.98,7.23,36.4,6.86,9.36,64.23,6.77,10.17,38.65,392.86,8.22,41.39,949.19
EFNA4_EPHA4,UCEC,41.48,4.35,56.38,54.31,12.37,7.69,5.4,41.54,12.49,12.95,0.99,12.84,16.96,3.86,332.46
EFNA5_EPHA2,BLCA,4.81,26.34,68.59,21.13,25.83,3.6,46.05,165.83,27.63,2.6,32.2,83.86,11.43,13.97,600.11
EFNA5_EPHA2,BRCA,2.52,1.45,7.65,2.85,14.29,6.95,8.66,60.2,46.93,5.29,7.27,38.43,5.97,29.96,128.27
EFNA5_EPHA2,CESC,5.02,22.03,74.22,15.16,44.16,0.66,10.0,6.61,0.91,3.37,64.18,216.21,10.17,29.62,730.07
EFNA5_EPHA2,CRC,0.12,23.16,62.49,1.72,1.88,2.12,11.7,24.82,15.39,2.7,25.25,68.14,38.75,42.26,161.25
EFNA5_EPHA2,ESCA,5.01,49.6,303.07,27.48,16.81,2.88,5.26,15.16,1.68,6.11,30.34,185.39,33.53,20.51,903.98
EFNA5_EPHA2,GBM,0.81,3.53,4.75,13.92,13.84,3.63,1.47,5.34,26.03,1.35,3.51,4.73,23.17,23.04,20.52
EFNA5_EPHA2,HNSC,3.54,38.46,146.42,15.59,11.87,5.87,63.85,374.87,42.97,3.81,29.29,111.5,16.78,12.78,872.33
EFNA5_EPHA2,KIRC,1.53,10.13,79.12,5.06,8.24,5.99,9.55,57.19,18.71,7.81,16.49,128.75,25.88,42.12,305.7
EFNA5_EPHA2,KIRP,1.52,21.65,56.89,16.77,8.05,4.78,13.27,63.39,32.29,2.63,10.39,27.32,28.98,13.91,196.33
EFNA5_EPHA2,LGG,0.3,1.0,2.44,2.09,4.93,3.63,1.47,5.34,36.68,2.44,2.36,5.76,16.74,39.57,14.56
EFNA5_EPHA2,LIHC,0.0,2.29,3.16,0.0,0.0,0.17,9.73,1.66,9.24,1.38,9.54,13.18,17.54,73.22,18.0
EFNA5_EPHA2,LUAD,6.27,7.79,50.35,12.55,31.12,2.48,17.75,44.04,11.32,6.47,19.3,124.82,12.94,32.07,389.17
EFNA5_EPHA2,LUSC,3.13,12.28,42.57,13.12,26.21,2.65,18.92,50.07,17.1,3.47,24.55,85.06,14.54,29.04,292.88
EFNA5_EPHA2,MEDIAN,,,,14.2,14.07,,,,17.04,,,,17.66,,
EFNA5_EPHA2,OV,5.68,11.28,108.67,14.49,21.98,1.99,3.81,7.58,1.71,9.63,17.12,164.83,24.56,37.26,442.38
EFNA5_EPHA2,PAAD,6.91,40.98,203.76,34.5,22.23,2.86,7.0,20.05,2.44,4.97,26.4,131.28,24.83,16.0,820.6
EFNA5_EPHA2,PRAD,0.0,0.0,0.0,0.0,0.0,3.41,5.87,20.02,30.54,4.99,9.13,45.53,0.0,69.46,65.55
EFNA5_EPHA2,SKCM,4.56,7.07,12.45,21.98,36.93,2.22,12.08,26.83,18.31,1.76,11.88,20.92,8.5,14.28,146.51
EFNA5_EPHA2,STAD,1.89,38.69,147.34,20.42,10.16,2.06,13.44,27.7,7.74,3.81,19.25,73.33,41.18,20.49,357.81
EFNA5_EPHA2,THCA,0.03,11.25,10.36,0.94,2.0,0.94,7.3,6.87,16.99,0.92,23.92,22.02,25.62,54.46,40.44
EFNA5_EPHA2,UCEC,3.46,9.7,20.65,28.91,27.41,1.23,8.53,10.5,9.04,2.13,9.2,19.57,17.78,16.86,116.12
EFNA5_EPHA3,BLCA,4.81,0.15,0.4,1.86,23.51,3.6,6.77,24.38,60.9,2.6,1.96,5.09,1.0,12.72,40.03
EFNA5_EPHA3,BRCA,2.52,0.44,2.35,5.76,15.9,6.95,0.92,6.4,32.95,5.29,1.22,6.48,12.08,33.32,19.43
EFNA5_EPHA3,CESC,5.02,0.23,0.76,19.17,24.21,0.66,2.47,1.63,27.52,3.37,0.29,0.96,12.86,16.24,5.94
EFNA5_EPHA3,CRC,0.12,0.05,0.12,0.06,3.14,2.12,1.06,2.25,24.73,2.7,2.38,6.43,1.36,70.71,9.1
EFNA5_EPHA3,ESCA,5.01,0.0,0.0,0.0,41.95,2.88,0.69,1.99,6.88,6.11,2.43,14.82,0.0,51.18,28.96
EFNA5_EPHA3,GBM,0.81,1.07,1.44,5.21,20.02,3.63,1.5,5.45,32.77,1.35,4.12,5.54,8.67,33.34,16.63
EFNA5_EPHA3,HNSC,3.54,0.0,0.0,0.0,41.86,5.87,0.25,1.47,13.07,3.81,1.33,5.08,0.0,45.07,11.27
EFNA5_EPHA3,KIRC,1.53,0.33,2.55,0.64,14.74,5.99,0.78,4.65,5.98,7.81,7.5,58.58,3.28,75.36,77.73
EFNA5_EPHA3,KIRP,1.52,0.0,0.0,0.0,20.56,4.78,0.6,2.86,43.91,2.63,0.88,2.32,0.0,35.53,6.52
EFNA5_EPHA3,LGG,0.3,0.68,1.67,1.83,3.95,3.63,1.5,5.45,47.85,2.44,1.48,3.61,14.65,31.72,11.39
EFNA5_EPHA3,LIHC,0.0,0.0,0.0,0.0,0.0,0.17,0.68,0.12,3.09,1.38,2.65,3.65,0.0,96.91,3.77
EFNA5_EPHA3,LUAD,6.27,0.39,2.55,10.6,34.86,2.48,0.72,1.79,7.67,6.47,1.3,8.38,10.93,35.93,23.33
EFNA5_EPHA3,LUSC,3.13,0.24,0.82,6.71,28.31,2.65,1.1,2.9,26.19,3.47,1.0,3.47,7.43,31.37,11.07
EFNA5_EPHA3,MEDIAN,,,,1.23,23.86,,,,21.73,,,,2.58,,
EFNA5_EPHA3,OV,5.68,0.1,0.93,4.51,25.82,1.99,1.12,2.22,18.22,9.63,0.55,5.34,7.66,43.79,12.19
EFNA5_EPHA3,PAAD,6.91,0.0,0.0,0.0,54.77,2.86,2.81,8.04,5.8,4.97,10.98,54.59,0.0,39.42,138.46
EFNA5_EPHA3,PRAD,0.0,0.46,2.29,0.0,0.0,3.41,8.24,28.12,23.11,4.99,18.3,91.29,1.89,75.01,121.7
EFNA5_EPHA3,SKCM,4.56,0.88,1.56,21.31,41.39,2.22,1.11,2.47,13.05,1.76,1.72,3.02,8.24,16.0,18.9
EFNA5_EPHA3,STAD,1.89,0.0,0.0,0.0,31.59,2.06,0.77,1.58,4.71,3.81,5.6,21.34,0.0,63.7,33.5
EFNA5_EPHA3,THCA,0.03,0.04,0.04,0.01,1.25,0.94,6.66,6.27,64.19,0.92,3.62,3.34,0.37,34.18,9.76
EFNA5_EPHA3,UCEC,3.46,0.11,0.24,7.36,41.95,1.23,0.87,1.07,20.35,2.13,0.64,1.36,4.53,25.8,5.27
EFNA5_EPHA4,BLCA,4.81,4.95,12.9,36.86,19.94,3.6,2.24,8.07,12.47,2.6,2.68,6.98,19.94,10.79,64.71
EFNA5_EPHA4,BRCA,2.52,0.69,3.64,2.38,15.4,6.95,4.71,32.74,44.94,5.29,4.45,23.52,5.0,32.28,72.87
EFNA5_EPHA4,CESC,5.02,2.81,9.46,27.99,27.31,0.66,5.81,3.84,7.62,3.37,2.74,9.23,18.77,18.32,50.39
EFNA5_EPHA4,CRC,0.12,0.35,0.93,0.21,2.91,2.12,2.51,5.33,26.71,2.7,4.84,13.06,4.67,65.5,19.94
EFNA5_EPHA4,ESCA,5.01,2.58,15.74,17.83,24.31,2.88,1.62,4.67,6.45,6.11,3.51,21.46,21.75,29.66,72.36
EFNA5_EPHA4,GBM,0.81,9.13,12.3,4.67,3.52,3.63,34.1,123.81,78.2,1.35,6.88,9.27,7.77,5.85,158.33
EFNA5_EPHA4,HNSC,3.54,3.92,14.93,17.09,18.01,5.87,3.75,22.01,27.12,3.81,4.13,15.73,18.4,19.39,81.15
EFNA5_EPHA4,KIRC,1.53,3.02,23.61,4.7,6.69,5.99,4.99,29.9,30.41,7.81,4.3,33.61,24.02,34.19,98.31
EFNA5_EPHA4,KIRP,1.52,3.89,10.22,14.11,6.02,4.78,3.96,18.89,45.09,2.63,1.66,4.36,24.38,10.41,41.9
EFNA5_EPHA4,LGG,0.3,3.48,8.51,0.58,3.0,3.63,34.1,123.81,67.72,2.44,17.98,43.96,4.66,24.05,182.83
EFNA5_EPHA4,LIHC,0.0,0.13,0.18,0.0,0.0,0.17,0.25,0.04,2.15,1.38,1.26,1.74,8.97,88.88,1.96
EFNA5_EPHA4,LUAD,6.27,3.77,24.41,20.12,25.7,2.48,3.3,8.19,6.96,6.47,4.82,31.18,20.74,26.49,117.72
EFNA5_EPHA4,LUSC,3.13,6.35,22.01,25.66,16.31,2.65,3.37,8.92,11.52,3.47,4.04,13.99,28.43,18.07,77.41
EFNA5_EPHA4,MEDIAN,,,,12.33,13.59,,,,15.75,,,,18.15,,
EFNA5_EPHA4,OV,5.68,2.3,22.19,10.56,22.59,1.99,6.63,13.19,10.65,9.63,4.93,47.46,17.91,38.3,123.91
EFNA5_EPHA4,PAAD,6.91,8.86,44.07,43.54,11.78,2.86,2.39,6.84,4.87,4.97,2.4,11.92,31.34,8.48,140.62
EFNA5_EPHA4,PRAD,0.0,1.3,6.46,0.0,0.0,3.41,3.59,12.25,28.68,4.99,4.81,24.0,15.13,56.19,42.7
EFNA5_EPHA4,SKCM,4.56,1.58,2.79,30.61,35.87,2.22,0.83,1.85,7.82,1.76,1.86,3.27,11.83,13.87,23.59
EFNA5_EPHA4,STAD,1.89,0.82,3.13,5.94,22.28,2.06,1.89,3.9,14.89,3.81,3.09,11.76,11.97,44.92,26.17
EFNA5_EPHA4,THCA,0.03,7.67,7.06,0.49,2.46,0.94,9.36,8.81,16.61,0.92,38.65,35.58,13.32,67.12,53.02
EFNA5_EPHA4,UCEC,3.46,4.35,9.27,41.25,9.4,1.23,5.4,6.65,18.2,2.13,0.99,2.11,25.37,5.78,36.52
EFNA5_EPHB2,BLCA,4.81,2.11,5.49,9.61,51.48,3.6,1.72,6.2,5.87,2.6,11.29,29.4,5.2,27.85,105.58
EFNA5_EPHB2,BRCA,2.52,0.82,4.32,4.08,23.54,6.95,1.05,7.31,14.47,5.29,4.71,24.92,8.56,49.35,50.49
EFNA5_EPHB2,CESC,5.02,5.62,18.92,32.39,26.96,0.66,1.11,0.73,0.84,3.37,4.67,15.75,21.72,18.08,87.09
EFNA5_EPHB2,CRC,0.12,69.11,186.46,2.68,0.84,2.12,25.18,53.41,17.26,2.7,21.77,58.75,60.24,18.98,309.51
EFNA5_EPHB2,ESCA,5.01,8.36,51.05,21.97,22.71,2.88,0.54,1.56,0.82,6.11,8.64,52.78,26.8,27.71,190.49
EFNA5_EPHB2,GBM,0.81,9.14,12.31,19.0,5.88,3.63,3.61,13.11,33.7,1.35,2.83,3.81,31.63,9.79,38.91
EFNA5_EPHB2,HNSC,3.54,2.42,9.2,10.42,34.79,5.87,0.86,5.02,6.12,3.81,8.07,30.73,11.22,37.46,82.05
EFNA5_EPHB2,KIRC,1.53,0.0,0.0,0.0,10.22,5.99,2.65,15.85,37.51,7.81,2.83,22.09,0.0,52.27,42.27
EFNA5_EPHB2,KIRP,1.52,0.68,1.79,3.35,19.59,4.78,2.42,11.56,37.42,2.63,3.98,10.45,5.79,33.85,30.88
EFNA5_EPHB2,LGG,0.3,2.75,6.73,2.4,4.53,3.63,3.61,13.11,37.5,2.44,5.2,12.7,19.24,36.33,34.96
EFNA5_EPHB2,LIHC,0.0,0.85,1.17,0.0,0.0,0.17,0.15,0.02,0.88,1.38,1.18,1.63,41.54,57.58,2.83
EFNA5_EPHB2,LUAD,6.27,2.5,16.18,10.58,37.58,2.48,1.31,3.25,2.19,6.47,8.88,57.45,10.91,38.74,148.31
EFNA5_EPHB2,LUSC,3.13,2.44,8.45,8.59,36.79,2.65,1.46,3.85,4.34,3.47,10.45,36.21,9.52,40.77,88.83
EFNA5_EPHB2,MEDIAN,,,,7.36,21.15,,,,9.18,,,,12.21,,
EFNA5_EPHB2,OV,5.68,6.8,65.52,7.67,28.64,1.99,5.35,10.65,2.11,9.63,25.41,244.72,13.0,48.57,503.86
EFNA5_EPHB2,PAAD,6.91,1.76,8.75,7.05,43.5,2.86,7.87,22.53,13.06,4.97,10.86,54.01,5.07,31.31,172.49
EFNA5_EPHB2,PRAD,0.0,0.37,1.85,0.0,0.0,3.41,1.35,4.61,28.45,4.99,1.95,9.74,11.41,60.14,16.19
EFNA5_EPHB2,SKCM,4.56,0.22,0.38,2.73,60.56,2.22,1.99,4.42,12.24,1.76,4.8,8.46,1.06,23.41,36.14
EFNA5_EPHB2,STAD,1.89,19.87,75.67,22.13,10.49,2.06,1.33,2.73,1.61,3.81,9.42,35.88,44.61,21.16,169.61
EFNA5_EPHB2,THCA,0.03,3.85,3.55,0.94,1.19,0.94,5.88,5.53,39.86,0.92,4.9,4.51,25.55,32.46,13.88
EFNA5_EPHB2,UCEC,3.46,5.08,10.81,44.08,15.24,1.23,1.36,1.68,4.2,2.13,1.76,3.74,27.11,9.37,39.88
EFNB1_EPHB1,BLCA,36.91,0.17,2.61,10.62,35.08,31.06,0.66,20.53,35.09,15.51,0.56,8.62,4.46,14.74,58.5
EFNB1_EPHB1,BRCA,3.93,0.34,4.0,1.47,5.23,13.42,4.96,66.58,73.2,11.82,1.21,14.28,4.4,15.7,90.95
EFNB1_EPHB1,CESC,27.4,0.42,19.55,15.81,12.43,17.43,1.01,17.62,24.07,46.26,0.33,15.37,26.69,21.0,73.22
EFNB1_EPHB1,CRC,49.78,0.9,22.32,28.23,35.04,31.75,0.27,8.61,5.39,24.66,1.12,27.7,13.98,17.36,159.6
EFNB1_EPHB1,ESCA,41.66,0.82,19.26,29.83,33.15,5.29,0.31,1.65,1.44,23.53,0.91,21.4,16.85,18.73,114.29
EFNB1_EPHB1,GBM,12.01,9.5,52.82,53.19,8.12,2.88,7.67,22.1,10.31,5.56,1.45,8.06,24.63,3.76,214.47
EFNB1_EPHB1,HNSC,65.07,0.94,40.99,35.78,18.84,19.68,0.74,14.63,8.6,43.82,0.49,21.59,24.09,12.69,170.15
EFNB1_EPHB1,KIRC,11.45,0.38,7.77,5.61,22.03,18.21,0.95,17.31,22.52,20.65,1.48,30.54,10.11,39.73,76.87
EFNB1_EPHB1,KIRP,13.79,0.65,9.27,12.86,22.26,21.82,0.93,20.2,28.8,14.17,1.13,16.04,13.21,22.87,70.15
EFNB1_EPHB1,LGG,5.62,42.17,213.94,46.78,3.48,2.88,7.67,22.1,4.36,5.07,3.13,15.9,42.24,3.14,506.51
EFNB1_EPHB1,LIHC,3.26,0.03,0.47,1.12,15.15,3.92,0.35,1.38,13.91,14.0,0.46,6.43,4.8,65.02,9.89
EFNB1_EPHB1,LUAD,2.76,1.0,13.97,9.66,3.92,16.89,0.3,5.08,17.78,13.97,0.41,5.66,48.84,19.81,28.6
EFNB1_EPHB1,LUSC,21.81,2.39,74.07,32.89,6.76,16.91,0.38,6.44,4.06,30.96,0.49,15.23,46.69,9.6,158.65
